,Name,Review_raw,Overall,Food,Service,Ambiance
706,lucyfromboston,We had a great celebration at Black Salt. Everything was exceptional. We will be back!,5,5,5,5
707,Olga,"Wonderful as usual. Prices have went up, though. But top of the notch quality. Love it for special occasions.",5,5,5,5
708,RobertB,"Most fantastic halibut and soft shell crab. Our waiter, Doug was an experienced guide who lead us down all of the most amazing paths. Thank you Black Salt and Doug!",5,5,5,5
709,JohnB,Ate lunch there on a Monday.  Main dish was so salty that I could not finish it.  I have eaten there many times and have never had that problem in the past.,4,3,5,5
710,Matty,"Went for Easter brunch. At the last minute , I needed to increase my reservation for a party of 4 to table for 5. The hostess originally told me it wasn’t possible. When I called back to see if anything had changed, she made a big effort to accommodate my request. Excellent! As always, the food was delicious and service was great.",4,4,5,4
711,PeterT,Food and service still excellent.  Decor showing wear.  Prices high so value for $ an issue particularly given increased number of alternatives.,4,5,5,4
712,foodie65,"The food was excellent! So flavorful without going overboard. Our waitress was very friendly, knowledgeable and helpful— she recommended the perfect entrees for our group. The only downside is the expensive price tag but it’s definitely worth experiencing at least once.",5,5,5,5
713,JamieK,"Excellent cocktails, appetizers, entrees, wine, and dessert. Service was exceptional!",5,5,5,4
714,OpenTable Diner,Do not care for the back room; otherwise great! Thank u,5,5,5,3
715,Pacocm,"My favorite part of eating at BlackSalt is that, fresh fish imaginatively cooked and presented notwithstanding, there are some staples that are more than reliable comfort food.  The New England Clam Chowder with whole clams, bacon and a creamy broth should be a de rigueur opener as it is one of the best in this area and sets up the palate to expect marvelous entrees afterward.",5,5,5,5
716,ElenaG,Great service. Great food. Pricey. Restaurant could use a refresh.,5,5,5,3
717,RestaurantRob,"Black Salt was perfect in every way -- the food was awesome, the service was attentive but not intrusive, and the atmosphere was very relaxed. It's a perfect place for a night out or a celebration, or just to enjoy fabulous seafood the way it should be done!",5,5,5,5
718,OpenTable Diner,Food was delicious!,5,5,5,5
719,OpenTable Diner,We were visiting from out of town and this was hands down the best steak and the best service I have ever had. The food was a little $$$$ but definitely worth it. We will be back!,5,5,5,5
720,Asarria10,"Food is delicious, great cocktails and wine list, and top-both service. A little on the pricy side, but well worth it in my opinion. We will be back.",5,5,5,4
721,rick,"many times to Blacksalt.  Never disappoints.  Perfectly  cooked, and service to match.",5,5,5,5
722,BillC,Diverse menu but pricey - especially for a Saturday lunch.,4,4,3,3
723,Rachel,"The food and service was superb! We will absolutely be dining here again.
Highly recommend the seafood tower and the lobster pot pie. All of the seasonal specials were outstanding as well, we tried the red snapper with crawfish étouffée, out of this world! Ask for Tom, his descriptions and knowledge of the menu really added to our experience.",5,5,5,5
724,OpenTable Diner,Loved every bite and could not have been happier! The sashimi was the best!!!,5,5,5,5
725,OpenTable Diner,"Lobster Hot Pie is really good!
Grilled Calamari is must have - grilled to perfection!
New England Clam Chowder - fine, tasteful 👍👍",5,5,5,4
726,PaulaB,"We had several appetizers and drinks. Octopus was amazing! Calamari, scallops and oysters were all delicious. Service was great. All made for a memorable night out.",5,5,5,5
727,mitzoomie,Excellent as always.  Sat in the back room.  Great service,5,5,5,5
728,languagematters,"The highlight of the lunch was the flourless chocolate cake. Other than that, the service was excellent and the food was delicious, though the fish tacos were a bit tricky to eat.",5,5,5,5
729,OpenTable Diner,Fabulous food.  Great service.  Chef is fabulous.,5,5,5,5
730,Lisette,"Second time here and did not disappoint us. Food was amazing, service was great, will definitely come back again for seafood!",5,5,5,5
731,StacyH,The service made the difference!  Good special occasion spot.,5,4,5,5
732,ArlingtonVA,We had a wonderful lunch!  Our server was spot on with her suggestions. The lobster pot pie is amazing.,5,5,5,4
733,McLean,We always have a wonderful evening at BlackSalt! The food is consistently delicious and fresh. The service is exceptional. Highly recommend!,5,5,5,5
734,OpenTable Diner,The waiter did a great job and all recommendations were perfect. We went there for our anniversary and had a great time.,5,5,5,5
735,TCeats,"The two of us had a great evening last Friday at Blacksalt.  Along with a couple of cocktails (the chili margarita had some kick and was very good), we tried several different appetizers and a dozen oysters.  The appetizers included: clam chowder, grilled octopus, salmon poke, and a beet/goat cheese/green lentil salad.  All were  very good and the oysters (New Brunswick) were top shelf.  I especially enjoy Blacksalt's mignonette.   While we generally prefer to sit in the main dining area, we were seated in the back dining room.  It was full and had a buzz so we didn't the feel of being in exile.",5,5,5,4
736,Jane,Reliably excellent meals and good wine. Great place for a regular family meal or special occasion. Top notch service and ingredients.,4,5,5,4
737,Gems,Service was slow. Food was just okay - salty actually. For a table of 2 we sat for 3 hours - terrible,2,2,3,3
738,AmyD,Excellent Service and food though a bit noisy on a Sunday night.  The lentil and beet salad was delicious.,4,5,5,4
739,KLMS2,"Love the seafood tower, the seafood is the freshest around.",5,5,5,5
740,DinkP,Consistently outstanding food and service. Waiter Doug is the best!,5,5,5,5
741,MariaR,Absolutely delicious!,5,5,5,5
742,pericles,"Excellent oysters and all seafood. Very nice menu. Expensive, however!",5,5,5,5
743,HBDiner,Better than ever! Freshest ingredients! Excellent service by Tom and staff! Simple perfection! Highly recommended!,5,5,5,5
744,Sandy,"Always great food and the staff were very friendly. However, it is getting very6 pricey.",5,5,5,5
745,Loren,"Maybe the best seafood restaurant meal I've ever had. Everything was exceptional, from the toro tartare and wood grilled octopus appetizers to the branzino (with deliciously crispy skin and an excellent caponata) and perfectly rare tuna.",5,5,5,5
746,OpenTable Diner,Perfect as always,5,5,5,5
747,Steakhouse,Branzino was cooked to perfection with a light but very flavorful sauce.,5,5,5,5
748,lucretious,if there is a better place for a high end fish dinner in DC i don't know about it,5,5,5,5
749,Carol,"Excellent food and service!  I am a crab cake snob and I had an amazing crab cake dinner.  My husband thoroughly enjoyed his fresh oysters and exquisite tuna.   Atmosphere is okay - we ate on the main level.  
We really enjoyed the evening.",5,5,5,3
750,PTJPTJ,"The food here is consistently superb.  It’s the finest seafood restaurant I’ve ever eaten at.  I had the clam chowder, the halibut and a peanut butter chocolate torte for dessert.  Service is unfailingly excellent.  This is my second favorite restaurant in DC and it’s worth every penny.",5,5,5,4
751,AvaM,"The menu was so good it was hard to make a decision. The oysters were out of this world and i'll definitely get the calamari whenever I go. I didn't necessarily care for the cornmeal on the fish taco, but the salmon was so fresh and GOOOD! It was my son's birthday so he had the key lime pie that was out of this world. Great place to dine, excellent wait staff and good vibes.",5,5,5,5
752,Vibranteyez,"The food and service were both on point. The food itself was absolutely delicious. We enjoyed everything . Servers are attentive, charming, but not intrusive. Would definitely return.",5,5,5,4
753,laurat,"We had a wonderful dinner at Black Salt. Delicious oysters, fish and dessert. Great service. From start to finish an enjoyable evening.",5,5,5,5
754,Spartan,"Outstandingly delicious seafood, relaxing ambience, attentive service, not cheap, but a wonderful dinner evening indeed.  Certainly will return...many more times!",5,5,5,4
755,VanNessNeighbor,Excellent service and server!,5,5,5,5
756,OpenTable Diner,"The service was the best! Of course, the food was excellent too!",5,5,5,5
757,PacoC,"OUR WAITER WAS AMAZING.  HELPED US PICK DELICIOUS WINE AND WAS ATTENTIVE TO OUR EVERY NEED.

THE CLAM CHOWDER WAS FANTASTIC1",5,5,5,5
758,EricW,Fantastic fresh seafood and beautiful presentations,5,5,5,5
759,sunnybrook,"The whole experience was really great. We hadn’t been here for several years and was as good as we remembered. Food was awesome, service was spot on but relaxed. Our friends had never dined here before and just raved about it. We will be back soon.",5,5,5,4
760,Omega,Outstanding dining establishment.  Great seafood with great service. Well worth it for a special dinner,5,5,5,4
761,Mari,We absolutely love the restaurant. Food is always good and service is excellent! They take great pride in what they and what they serve. The manager is wonderful and very hard working.,5,5,5,5
762,girlsnight,It was my birthday and I hadn’t been to Blacksalt since way before Covid. It was long overdue and well worth the wait. The service and food were as amazing as ever. The prices took a huge leap but that’s Covid. Just glad they’re still around. I’ll be back soon!,5,5,5,5
763,SFR3,Outstanding meal.,5,5,5,5
764,AnniversaryDiners,Valentines Day,5,5,5,5
765,RalphM,This was superb from start to finish. Many thanks for the fabulous meal,5,5,5,5
766,JenniferE,What an amazing selection of dishes ! The oysters were fresh and tasty.,5,5,4,4
767,Chris,"One of the best dinners I have ever had. The food was amazing, the service was impeccable, and the ambiance was very romantic.",5,5,5,5
768,DonnaP,"First time visit, the calamari was ok, fish tacos were too crunchy for my taste,",3,3,3,3
769,johnd,The fish was very fresh and had excellent flavors.  The desserts were outstanding too.  Service ws outstanding too.  Very attentive staff,5,5,5,3
770,MACS,Fantastic attentive service! Always a pleasure to dine here.,5,5,5,5
771,marley,"Feeling that what used to be a nice restaurant has been let to slide recently.  Old tables and chairs, dirty ceilings in the seating area, not very clean atmosphere, noisy.  Food while good was overly salted and the dessert was sickly sweet.  Not a great experience considering the $$$ check",2,3,3,1
772,BillS,Never disappoints! Outstanding service and great atmosphere.,5,5,5,5
773,JohnD,"Great place for a date. Everything is excellent, but look to the specials. Usually a good bet.",5,5,5,4
774,OpenTable Diner,"Great date night! Food and service all amazing, we will definitely be back. The only reservation I had was due to the holiday, we were seated in a small back room but there wasn’t any music on so it was a little weird sitting close to others and being able to over hear their conversations. All in all we had a great time and will definitely be back!",5,5,5,3
775,Foodiegirl,Food was amazing! Highly recommend. I got the Branzino and it came with a wonderful Mediterranean tapenade.,5,5,5,5
776,Ladyt,Valentine’s,5,5,4,3
777,PietroF,"Great, informal ambience for business lunch, or dining with friends, or a date night",5,5,4,5
778,PatrickF,It was our 5th time dining at this restaurant.  We looking forward to going back.,5,5,5,4
779,SimaP,"Excellent Valentine's day dinner.  Romantic, fresh fish, quiet, and wonderful deserts.  You expect to pay for fresh fish so price was comparable.",5,5,5,5
780,Steve,As always both food and service were excellent!,5,5,5,4
781,McLean,All was wonderful and fresh—as always!  Enjoyed the evening immensely!,5,5,5,5
782,PlrBear,"BlackSalt is a true dining experience, which we needed after so few restaurant visits the last two years! Excellent quality seafood expertly prepared, with many specials based on what's best. Our server was attentive, knowledgeable, and never intrusive so we could focus on each other. It was very quiet and relaxed, and service was perfectly timed so we weren't waiting on dishes or drinks. The vaccine mandate gave more peace of mind. There's also a very extensive and wonderful wine list. Well worth the prices.",5,5,5,5
783,Peter,"Wonderful service, wonderful food served in a gracious atmosphere.   Ask for the back room (wine room) for more intimate and formal dining, or sit up front for a more casual lively atmosphere near the bar.",5,5,5,5
784,NancyD,"This is hidden gem - except all the DC foodies know and love it. The menu is diverse, creatively prepared and presented. Fabulous wine list and drink menu, too. And the real kicker - the food is off the charts delicious.",5,5,5,4
785,OpenTable Diner,Everything quite good except for the crab cakes. At $62 they should be excellent. But they weren’t. No backfin/lump crabmeat visible. I hesitated recommending to my guest that he order them because of the price but we went ahead expecting something great. Sadly not. Many much better options available from many other restaurants. I was embarrassed.,4,4,4,4
786,TimL,Food was quite good. Service mostly good. I would return.,5,5,4,4
787,LS123,Love love love this place. The food is outstanding. The grilled calamari is consistently one of the best things we’ve ever had - anywhere! Thanks for another great meal.,5,5,5,5
788,BowTie53,"Anyone who has not enjoyed the clam chowder at Blacksalt has a great treat awaiting.  Those who have had it many times, as I have, will find that it remains consistent and superb, balanced and fresh as always.  The best chowder in the city.",5,5,5,4
789,RJDjr,"This is a wonderful restaurant.  Bring your wallet.  It is worth it, especially the fried Ipswich clams.",5,5,5,5
790,Tyler,Top 5 meal I've had while living in the DC area for over 5 years.,5,5,5,5
791,Noname,"The service is wonderful.  My fish was tough, food was just okay this time.  It's not a place you go for ambiance in my opinion, just a consistent neighborhood gem.",4,3,4,3
792,RobertH,Great food and wonderful service!,5,5,5,4
793,Bwnl,Food is just simply amazing! Best snapper special I have ever had. Service is top notch as well.,5,5,4,5
794,OpenTable Diner,Such a nice experience! Exceptional service. Will definitely be returning.,5,5,5,5
795,JONI,"The food and service were top notice.  The prices, however, mean that most of America cannot eat there.  A slight to meditate lowering of the entrees would be more equitable and inclusive of America’s diverse population.",4,5,5,4
796,AaronE,"Food was exceptional. My wife has allergies and they customized the dishes for us. The oysters are fresh, cocktails are phenomenal. Would recommend to anyone.",5,5,5,5
797,OpenTable Diner,"The food, ambiance and service were wonderful - we truly enjoyed the whole experience.",5,5,5,5
798,JeffR,It’s an Anniversary all time the favorite.,5,5,5,5
799,PerezS,"Love that place also my family love oysters.
Which is the best place for us to enjoy seafoods.
Perfection is relative but overall the experience was great.",5,4,5,4
800,AnnieD,Great food - fast paced service ( slow down please) - glad to see it busy again!,4,4,4,4
801,OpenTable Diner,Came for a special occasion. Staff was super accommodating and allowed us to try the chefs tasting menu even though they have stopped serving it during Covid. Awesome table side service. Food is a little pricey but delicious none the less,4,4,5,5
802,sepideh,"Everything was incredible! Went above and beyond - had “congratulations” and “happy birthday” on the menus, and brought out desserts with little signs. Thank you!",5,5,5,5
803,Lindaa,Wonderful night.  As always fabulous seafood that is beautifully prepared. Great service!  Highly recommend,5,5,5,5
804,BillJ,"Thoroughly enjoyed our meal.  The dinning room was warm, quiet and cozy.  The front room and bar area was pleasantly energized. Service was spot on, no delays.  Food was creative and fresh.  We were celebrating my wife's birthday and the staff recognized it to her delight.   We will be back.",5,4,4,5
805,OpenTable Diner,Excellent all the way around. Took my wife there for our Anniversary. Wouldn’t change a thing.,5,5,5,5
806,mac3,Outstanding food and service.  Good wine list (especially the whites).  Consistently great experience.,5,5,5,5
807,DinerPMW1,"Dinner with my wife and another couple, great friends. Service, food, and experience all top notch. Casual and comfortable with upscale seafood cuisine. Great oyster selection and knowledgeable, attentive  staff that really make the evening nice.",5,5,5,5
808,OpenTable Diner,We love Black Salt. The food and service are superb! It’s my new favorite restaurant in DC.,5,5,5,5
809,JRose,"Excellent meal, as always, and the service was great.  This is one of my favorite places in town.",5,5,5,5
810,janbull,Good food and good service make this a delightful place to eat,5,5,5,5
811,BarleyFan,Lovely place to met up with friends you haven’t seen in a long time,5,5,5,4
812,Luigi,"One of the best restaurants around DC, no question. Creative ingredients, beautiful presentation and most important: soooo good!!",4,5,4,4
813,VVSF,They have a rotating caviar menu. All of the staff were pleasant and they weren’t short staffed. I can only assume they are treated well during these times.,5,5,5,5
814,AnitaW,"Their Octopus is to die for !  I have a squash and sweet potato soup, that franklyI can not stop thinking about.  Loved the freshness and warmth of this soup. Did not have a lot of salt in it.  Which really brought out the favor. LOL",5,5,5,5
815,1Ulm,Fabulous food. Great service,5,5,5,5
816,Thomas,"The service was attentive, efficient and pleasant but not trying to be our best friends.
Also unobtrusive but there when we needed something.
The food, from appetizers to entrees, to desserts was excellent.",5,5,5,4
817,MaraR,Food and flavors were excellent. Great service.,5,5,5,4
818,DiscerningDiner,The food was superb and the service was inviting. The wine room is the best venue for quiet meal in the location.,4,5,5,5
819,eliza,"We made a late lunch reservation on a Monday. The restaurant had a few tables but the hostess seemed rushed as if it were a Saturday night. We waited to be attended to as she and a manger were both on the phone. It was odd and annoying to not even be acknowledged and to have to wait. One of them should have put their caller on hold. 
We were seated toward the back in a booth which was cozy. The vibe is modern industrial with just enough wood tones to keep it from feeling cold. There is a limited view of the kitchen (which I don’t always love) but the design of it was cool: enough to see activity but not completely visible. 
Our waiter seemed bored or tired or just not that interested and I don’t think it was intentional but if you’re not a bubbly person who’s always ‘on’, diners in this area receive that as rude. Other service staff was attentive.
I ordered a shrimp bisque which was so good with perfectly balanced flavors and the crab cake entree which was a grave disappointment. The crab was shredded-not chunky-and mushy in texture. It was sautéed in a skillet and browned on one side (this was more like a salmon cake in preparation to me). The accompanying sweet potato melange was yummy and I wish the Tartar type sauce was generously placed on a dish for dipping instead of as a decorative swirl on the plate. It was amazing and make the crab cake edible. I’m a crab cake snob and these were not worth the hefty price tag. They had a crab cake sandwich on the menu as well and I think this crab cake is much better suited to go between two buns; the bread and lettuce would help to offset the sogginess. 
That said, I will return because I’m sure there are some dishes they do really well and will be as pleasing as the soup.",3,3,2,4
820,ScienceEd,Always reliable for terrific food and especially the service.  I love walking through the fish market to get seated.,5,5,5,4
821,OpenTable Diner,"I went with my husband and son for my birthday.   The servers were all very friendly and the the services was excellent.   Food was good as always, wish is why we selected Black Salt.   It wasn’t busy because it was just prior to Christmas.  But we have been there when it’s busy and the service and food was good then too.",5,5,5,5
822,JerriH,"Absoluately delicious as usual!  Fresh and creative - the Red Snapper was outstanding!!  We had friends in town from Dallas who are in the restaurant biz and they LOVED everything.  We’ve been coming to Blacksalt for 10+ years, it’s our go to place when we want a really good delicious meal!",5,5,5,5
823,Sassafras68,"What a wonderful experience. From start to finish, the staff were AWESOME. We went for my son's 21st bday and they were so thoughtful",5,5,5,5
824,Wilko1702,"We had lunch at BLACKSALT after attending our son's graduation from American University. 

It proved an excellent choice. All of the food was very well prepared, the service was exemplary and the overall experience a fitting way to mark the special occasion.",5,5,5,5
825,Chester1971,I just absolutely love this restaurant. Keep up the great work.,5,5,5,5
826,Gene,"Excellent food and service. And they didn’t forget my wife’s birthday,",5,5,5,4
827,OpenTable Diner,"Fresh, creative, unique, delectable.",5,5,5,5
828,Momma,Service was slow. Food was delicious.,4,5,4,5
829,Sukari0686,"My go to place for fresh seafood. The grilled octopus is my definite fave. Very moist, perfectly seasoned and delightful presentation. Will be back soon.",5,5,5,5
830,Kates4,The food and service are always exceptional! The perfect spot to celebrate a special occasion.,5,5,5,5
831,LauraH,"Good experience overall. Food, service and atmosphere were excellent. Expensive",4,4,4,4
832,Alexandria,"The food was very good-too pricey for what it was-two crab cakes were $62.00.  They were delicious-but Not worth $12.50 bite and not “Oh my Michelin Stars these are the best crab cakes In the world” delicious.  A martini at $16.00 also seems excessive, but it was also delicious.  We were seated in the back which is very quiet and contemporary-has a suburban vibe-a contrasting offering to the edgy/arty/noisy front dining room. The street parking behind the restaurant is pitch dark.",4,5,5,4
833,JanD,"Excellent, interesting menu. Nice presentation. Clam chowder was out of this world. Very attentive service and timing of courses was well done.",5,5,5,5
834,OpenTable Diner,"I am a frequent guest at black-salt. Last night was an off night for the kitchen, everything was very very salty and the service, usually impeccable, even during the pandemic, was slow. I will always return just wanted to share in the spirit of hoping for an amazing experience everytime.",3,2,2,3
835,OpenTable Diner,"Customer service at its best. This place has it all. Amazing food, great atmosphere, attention to detail, clean and cozy. My wife loves this place. I made a reservation for her birthday. The restaurant printed out a special menu with the date and a line saying ""happy birthday""  for our table ..  Customized menus for us. How special is that???
After COVID many restaurants lost customer service , attention to detail. It seems like most restaurants are running short staff and it shows on the service level. NOT BLACKSALT
This place has it together. 
Another example. When they brought our food, the ladies on the table get their plate 1st , then everyone else after. We noticed those details. That's why they deserve 5 starts . Simply put, quality with taste. 
I highly recommend it . Plus the food is amazing.",5,5,5,5
836,JeffK,Very high quality food. Good service. You pay for what you get - it is expensive.,4,4,4,4
837,RuslanC,"Unfortunately the dinner was ruined, we counted two bottles of wine instead of one at final bill and we might not have noticed and paid the extra hundred dollars. We did not hear an apology or a compliment from the chef, we just received a new bill.  Be careful and watch your score.  By the way, everything was delicious.",3,5,3,3
838,PhilP,"First time visiting. LOVE the place. Free parking and other nearby relatively cheap parking nearby. Ambience was just right perfect (we were seated in the wine room). Service was attentive but not intrusive. The menu was comprehensive and not overwhelming. Plating was simple and attractive. Taste profiles were well balanced without any ingredient spiking. We had the Gruner Vetliner, which was decently priced and perfect matched to our table's choices. This was an unpretentious, Goldilock's experience. Prices were reasonable for the experience. Will return.",5,5,5,5
839,GilMo,My husband’s birthday celebration.  Very nice service.  Staff was very professional and the food excellent.,5,5,5,5
840,MGinDC,"Excellent cocktails, spectacular meal, great service.",5,5,5,5
841,arthurm,Excellent crab cakes and calamari!!,5,5,5,5
842,JenniferD,Great meal and great service.  But the back room does not have much personality or ambiance,4,5,5,4
843,Sarahtonin,"We spent over $200 on dinner at this expensive restaurant booked through opentable. And then they are so cheap as to not award points for dining there!  No points, no review.",1,1,1,1
844,UBtheGreat,A Georgetown favorite. A very nice and varied fish selection.  Service was attentive and responsive. The clam chowder was excellent as were the mussels,4,4,5,4
845,OpenTable Diner,Amazing restaurant. Pricey - but fantastic food and service. I loved everything about this place.,5,5,5,5
846,Landscaper,"Black Salt is reliably good, and it’s a lovely place to meet with friends and family.  The noise level is moderate, so it’s easy to hear, and the service is friendly and professional.",5,4,5,5
847,Mari,Best restaurant in the area! Always a good choice.,5,5,5,5
848,Paul,"The food and service are always excellent. I love oysters, and Black Salt’s are among the best, if not the best in town.",5,5,5,5
849,PennyC,"The fried clams were beyond fabulous.Our waitress was top notch-efficient,lovely to interact with!!!",5,5,5,5
850,SaraC,Always a delicious meal.  Fish is well-prepared and raw oysters were excellent!,5,5,5,4
851,JohnF,"Excellent food, competent and discreet service, fine ambience, good value!",5,5,5,5
852,Chevy,"The food, service, and atmosphere were great - we enjoyed a late lunch.",4,4,4,4
853,kateo,"Delicious oysters, Addie's Mussels and New England Clam Chowder.  Pricey but YUM!",4,4,3,4
854,TamaraA,Our waitress made incredible recommendations and made our experience very special for a birthday we were celebrating. Food was so delicious,5,5,5,5
855,LaurenB,"Never disappoints!    The service is always fabulous, and the food is delicious.",5,5,5,5
856,Patcher,The meal was outstanding. Noise level was well within acceptable ranges. Service was friendly and outstanding.,5,5,5,5
857,Boomer,Excellent as usual.,5,5,5,5
858,AnneF,"I cant say enough good things about the food and service last night. Service,  wine and food were all extraordinary.",5,5,5,5
859,ReikoB,Excellent food and atmosphere,4,5,5,4
860,SuzieQ,The food is outstanding.  Order something simple since the seafood is so fresh. I love their oysters on the half shell and their crabcakes.  But everything is wonderful.,5,5,5,5
861,diak,Food was great - very fresh and delicious. Good portions. A little pricey for lunch but still worth it.,5,5,5,5
862,Anonymous,Always solid,5,5,5,4
863,teeth,Excellent seafood ....great atmosphere,5,5,5,5
864,Luigi,"Amazing food, never disappointed, worth going back",4,5,4,4
865,Matt,"Hadn't been to Blacksalt for a long time, but they have kept up their high standards. Got the little details right for a really enjoyable and tasty night out (if a bit of a splurge as things have gotten a bit expensive).",5,5,5,5
866,shannon,Amazing dinner! GO TO BLACKSALT.,5,5,5,5
867,OpenTable Diner,"As always, excellent food and service. Great wine list and very good wines by the glass.",5,5,5,5
868,OpenTable Diner,Outstanding in all aspects! This is our go to place in DC; always a great meal and service!,5,5,5,5
869,BRW10,"We absolutely LOVE Black Salt - the quality, presentation and portions of the cuisine are perfect. The pastry chef is amazing - not many can make amazing desserts that are not overly sweet! This is our favorite restaurant by far. Thank you for the exceptional service",5,5,5,5
870,VaReviewer,Excellent food and service. Add extra tiem to find parking or take an Uber.,5,5,5,5
871,KevinC,Second trip in a week and food was underwhelming both times. Disappointed - historically been a great meal.,3,3,5,3
872,Mexicogood,We appreciated being in an out of the way table to reduce interaction with other customers.  The service and food were wonderful as always!,5,5,5,4
873,Lolo,"Normally a special treat, but food was not up to par.  Hopefully just an off night but for the price we paid, it was a big disappointment.",2,2,3,3
874,smay,Delicious lunch,5,5,5,5
875,RobertK,Great food and service. A must stop for anyone visiting DC.,5,5,5,5
876,Agnese,"The best halibut I have ever had, according to my husband. 
I am vegan, so no entrees on the menu are plant based, but our waiter offered they could make a veggie plate for me, which was absolutely the best and delicious!! Salads were fresh and perfectly dressed. The flourless chocolate cake was amazing, too. 
Would definitely recommend this gem!",5,5,5,5
877,Kristen,Really love the food and service at BlackSalt - one of our DC favorites,5,5,5,5
878,AllisonS,"Delicious food, lovely service, felt COVID safe",5,5,5,5
879,Foodieintheburbs,"The food here is absolutely delicious but low key atmosphere and decor.  High end dining prices without high end dining experience with a fish store at the entrance.  The food was delicious and flavorful but very expensive for the atmosphere.  With so many great spots to pick from in the city, I don’t know if I would be back.",4,5,4,4
880,DannieF,Excellent food.,5,5,4,4
881,OpenTable Diner,"Food, drinks and service was great. Will return very soon.",5,5,5,4
882,Cmoney,Food  was  decent.  Server was very attentive. Drinks were  good.  Crabcakes were so so. I should know by now (as a crabcake snob)  to never  try crabcakes  outside of the  Baltimore  area.  Similar to the way  you should never  try cheesesteaks outside of  Philly area.,4,3,5,4
883,Mexicogood,Seafood was excellent as always!  Gracious service and we were in an awkward location so servers had to come from different directions.,5,5,5,4
884,DEBJ,Love BlackSalt!,5,5,5,4
885,BryanN,"One of the best meals I have ever enjoyed. I had the clam chowder and crab cakes, both FANTASTIC.  Even the dessert was top-notch. Great service and even with their scaled-back menu it is one of the best places in town.",5,5,5,5
886,TraciH,The food was fantastically delicious. Service was good.  Ambiance could have been better if I was sat further away from the kitchen. My biggest regret is I went late so I felt a bit rushed. The lights started going off and I was not ready to leave. Overall a great experience and I will return on my next trip to DC. I'll make sure to go much earlier.,4,5,4,3
887,Partridgepeg,"As always BlackSalt has the best selection of oysters, and the most efficient shuckers  in the metro area.  The fish market that surrounds the entrance is certain to brighten  any seafood lover's day, and help customers decide ""what's for lunch"".  Like everyone should be we make every attempt to stay safe no matter where we go, and it is good to see that our old friends at BlackSalt are doing everything they can to help in that respect.  Indeed a very enjoyable Sunday lunch in the best seafood house in the DC area.",4,4,5,3
888,MikeW,I dined here with my wife to celebrate our 20th wedding anniversary.  They made us feel special.  The food and service were top notch!,5,5,5,5
889,JamesP,"Food and services was very good, but the wine list, which is limited, is over-priced to an extent that boarders on offensive. I don't mind paying twice the retail price but three times is ridiculous",3,4,4,4
890,JenniferL,"Black Salt is a great option for a nice dinner or celebration. The cocktails are amazing, the food is delicious and the service is attentive. The menu offers innovative seasonal dishes as well as favorites like the crab cake sandwich. The dining room can be noisy so if that's an issue, you would want to pick a time that's less crowded.",5,5,5,4
891,Maria,My mother was in town and we both love this restaurant. The service and food are always above and beyond.,5,5,5,5
892,PhilipJ,The crab cake I ordered seemed highly breaded — not many larger chunks of crab — tasted frozen. Overpriced!,3,3,3,3
893,Gooseman53,"Went for our anniversary.  Staff welcomed us with a menu recognizing our special day.  Waiter was very personable and doting.  Like most places Blacksalt is struggling to staff up so the service was a bit slow.  Food and beverage quality was outstanding.  Blacksalt always has the best fish in the area.  Their fried Ipswich clams are as good as you will find in New England.  Our entrees were perfectly prepared and delicious.  The emphasis is on the fish, to bring out its best and present it without gimmickry.  

The food, service and ambience made it a lovely, memorable evening.",5,5,5,5
894,Steakluvr,The food was excellent. The service was even better!!,5,5,5,5
895,GarrettM,"always fantastic food. Be sure to ask the somalier for recommendations, then get the wine.",5,5,5,4
896,OpenTable Diner,"I was pretty disappointed in the experience. It felt a little dated and pretentious. The food was overpriced and nothing special. The service was good, as in plates were removed promptly but our server had a pompous attitude and both my husband and I felt that we weren’t treated the same as he treated his very special customers at the table next to us.",2,3,3,2
897,MargoH,"always a great meal at Blacksalt.  We were celebrating our anniversary, and they had a special menu printed up for us (and gave us a copy when we left).  Attentive servers, and the food was delicious as always.",5,5,5,5
898,Sailor,"The food, service, and lack of noise made the BlackSalt experience superb.",5,5,5,4
899,DavidG,"We got 3 appetizers along with meal which were very tasty.  Scallops, Oysters Rockefeller, and Mussels.  Only complaint was there could have been more scallops and oysters.",4,4,5,4
900,OpenTable Diner,Wait staff is excellent,5,5,5,5
901,PhilC,"First time at Black Salt.  The staff was very nice and the food was good.  We didn't experience the more sophisticated fare, but what we ate was very good.  It's a nice location off the beaten path of downtown DC, but close enough to have a great experience within a short distance.",4,4,4,4
902,NikkiTheHiker,"My experience at Blacksalt was absolutely amazing. Our sever, whose name I don’t recall but, he is fantastic, was attentive and professional and the food was divine! I came to dine with my best friend and cannot wait to come back with my mom!",5,5,5,5
903,OpenTable Diner,"We had a very nice time. Food and service were terrific. A special thanks to the staff for the awesome recognition of my brother-in-law within the menu. That was a special touch and a memorable moment on his birthday. He loved the birthday cupcake and candle, too. 

Many thanks!!!",4,4,4,4
904,KimO,BlackSalt is fabulous.  Food and service are exceptional. From fantastic oysters Rockefeller and crab cakes to delicious herb crusted halibut. Completely delicious and delightful. And to top off a wonderful meal - incredible desserts. Flourless chocolate cake that is rich and decadent to butterscotch pots de creme that includes a little toffee brittle - so good.,5,5,5,5
905,sarahf,"Fresh well cooked sea food and knowledgable staff. Top dish the chargrilled calamari, meltingly good.",4,4,5,4
906,FredJ,Date night wife,5,5,5,5
